file_name,digit,ste_mean,ste_max,ste_std,ste_slope,mn_mean,mn_max,mn_std,mn_crest,zcr_mean,zcr_max,zcr_std,zcr_diff_mean,f0_ac_mean,f0_ac_std,f0_am_mean,f0_am_std
bck-0-1.wav,0,0.8089799232663157,12.196479326004479,2.110261819137048,0.006057362414676306,8.58942659626925,75.94655938862564,17.605046015960475,3.8770659365416344,0.02750103135313531,0.08125,0.019387000984509812,0.0073694029850746275,196.12604407344432,82.679149237682,132.52900850897697,46.717046064264025
bck-0-10.wav,0,2.622567519214797,24.818838674420277,5.548688091303242,0.03269099091146449,18.611130685976704,112.26194320159891,30.645855084874757,3.1310449581934248,0.023544730392156862,0.07395833333333333,0.019439953867783737,0.004768518518518519,270.4428777540706,93.48732433879391,133.6039576730468,47.2739735786433
bck-0-2.wav,0,1.179414918372982,16.168943096031555,2.8282581812103103,0.01232516133188558,11.526222836881827,89.89215264931589,20.79156350439483,3.7813128842491563,0.025609756097560978,0.08854166666666667,0.019672264464675997,0.006045501022494887,216.62668028573486,83.22795524319542,130.58172877013027,29.255064657624132
bck-0-3.wav,0,1.766334111031067,17.134739241340665,3.748001521840457,0.010636209570521055,15.147117307529035,92.52677482337498,25.015770476267083,3.1639345137099952,0.02453231292517007,0.078125,0.01922013258776311,0.005322488584474886,229.52408141101526,90.86293472880254,129.75977001582092,31.123720227634884
bck-0-4.wav,0,2.523477578046496,25.66420720873505,5.308406205350673,0.026561342004958213,18.00305808910213,109.82825491556451,29.72899964374147,3.16005289116592,0.022247023809523807,0.08541666666666667,0.01836158175633764,0.0062874700239808155,250.50640583037665,97.955778550494,129.51695190623428,31.489892727344195
bck-0-5.wav,0,1.4455539189652913,11.856607739992928,2.8540142499005143,0.01273822134435507,14.191496268216525,76.3881126573792,22.234745461937123,2.89593641164037,0.020085093896713615,0.05625,0.015454550643538211,0.004395685579196218,250.59189956513163,92.17738879742339,130.97045018887357,35.9977182504995
bck-0-6.wav,0,1.4893475852417701,19.1985761752371,3.3919959250936143,0.014667626216119214,13.716488475783027,97.4191361307346,22.84003441719724,3.656566171968386,0.02447562358276644,0.06979166666666667,0.018909303013235772,0.006242865296803653,217.8471438158952,80.45444462853156,130.29244780212747,22.44128887421385
bck-0-7.wav,0,1.6648626750761129,13.352867729017404,3.4000130865933924,0.010656637408144006,14.634386332974767,81.37660038060866,24.230286208891123,2.874812568635962,0.02117077464788732,0.07604166666666666,0.016523718185167388,0.005200945626477541,230.6861749934658,88.14095043636667,131.3537178498527,36.61169871411169
bck-0-8.wav,0,1.9860026105194304,18.83465091483115,3.9960029357828764,0.02182376432058353,16.34445616243979,95.0543609330397,26.039513063338305,3.091795444066031,0.0204229797979798,0.07604166666666666,0.01742275557263258,0.005168575063613231,234.71542737290773,94.26496159938002,122.90611535504526,23.17814049442495
bck-0-9.wav,0,1.6607356945889713,16.15809075582851,3.7581301243966925,0.02294497637105465,13.815238300957516,90.5583751508303,24.626280912719366,3.2071093604320704,0.02344758064516129,0.07708333333333334,0.017661571616882324,0.005830627705627706,213.5322543201889,86.40794833193677,138.07743930601745,34.17513915865619
cqc-0-1.wav,0,2.0231211853146873,13.133556156409982,3.528279443301344,0.01418882067017407,15.425224127675193,64.81160331301133,21.303444639220935,2.4641692803410855,0.018427230046948358,0.07083333333333333,0.013641841858464947,0.00421838061465721,139.32619326995157,36.91420901158848,122.35841895854111,20.936267160310916
cqc-0-10.wav,0,2.173104976740575,13.53745214911321,3.951916594786753,-0.005323189731663929,15.458926908119372,71.71733136184841,23.131563195883064,2.577746825342726,0.014590992647058822,0.035416666666666666,0.008266521697759046,0.0024922839506172838,141.15883324178415,47.23624774051473,121.24245528376136,18.166558035689587
cqc-0-2.wav,0,2.027833039361149,12.184726910045647,3.496657059497191,0.02188847915935242,15.108442007783212,64.26868849269795,21.987844959781793,2.409027067331996,0.017455357142857144,0.05625,0.012675400970123247,0.0038144484412470027,133.86680956218837,15.153355628299847,123.56487847586311,19.40691243913505
cqc-0-3.wav,0,1.7301858194776358,12.18081374451398,3.184120428766121,0.017801726401515106,13.29391343332648,67.1584326348889,20.726804134147137,2.72738550017173,0.016617398648648647,0.03854166666666667,0.009828059211708944,0.0028982426303854874,130.71628542355901,10.09261250035001,118.73043340635249,16.9461311818846
cqc-0-4.wav,0,1.222291244877471,9.09550686606876,2.3544894461830324,0.0079173443135532,10.914476593786958,57.1115780917394,18.321969653565244,2.677960618431654,0.022760416666666672,0.08229166666666667,0.018306705133246892,0.005185055865921787,134.57563393102654,13.374587548958601,123.46107707052565,19.744210750562324
cqc-0-5.wav,0,2.0023339986413564,14.064736932227973,3.6417541250361847,0.009090356699576248,15.489633710581563,76.15504326776238,22.593375520539876,2.7800673467971473,0.016692073170731705,0.06354166666666666,0.012316010852153558,0.0034892638036809823,143.03452008075678,43.70038461545741,123.62761573462994,19.936046544709864
cqc-0-6.wav,0,1.8135927830165235,11.914960177704828,3.201415713277764,0.002578635779011078,13.749190982083789,62.10990869235708,20.762360476685878,2.4941608159891357,0.015466335540838856,0.05520833333333333,0.010140338964752776,0.0031597222222222226,135.54502129488952,19.030368836855576,123.85315669261932,21.231777734893928
cqc-0-7.wav,0,1.2060675080282233,9.846822475456285,2.405281973849689,0.001988940357105063,10.5901020158438,61.904673951206874,17.847643248899697,2.9829207562259765,0.016723142570281128,0.051041666666666666,0.01044878083306107,0.004053030303030303,129.06583213897466,7.084246261173267,116.4611849622129,13.751402197525545
cqc-0-8.wav,0,1.6781426768108911,11.457688207676254,2.9776858043581336,0.011895331163013044,13.879730738747716,64.06989608340899,20.53399370850848,2.585036233993716,0.01793355855855856,0.06458333333333334,0.013832283348636308,0.003486394557823129,135.97192062175046,11.458577593228986,122.00762618686738,19.180935923939526
